ResponseId,StartDate,Finished,Duration_secs,Role_code,Role_label,Role_original,Tools_text,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_usage,Q22_openness_self,Q23_positive_effect,Q24_team_openness,Q25_difficulty,BirthYear,Age_2022,YrsAtOrigin,YrsInEnergy,Education_code,Education_ordinal,Education_label,Gender_code,Gender_label,domain_Data_Analytics,domain_Comm_Collab,domain_Safety_Security,domain_Ethics_Responsibility,domain_Digital_Innovation,domain_Coding
R_2zVeu32I78UbzCV,2022-12-06,1,576,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1978,44,15.0,15.0,7,2,Trade/professional cert,1,Male,3.0,3.0,3.6667,3.6667,3.0,1.0
R_2dMxzetDLMsB3DD,2022-12-06,1,306,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint",1.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,1984,38,13.0,13.0,2,3,Bachelor's,1,Male,1.75,2.5,3.0,2.6667,2.3333,2.0
R_3e2IF3cYzjXHAAa,2022-12-06,1,363,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Other",2.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,4.0,1977,45,11.0,12.0,3,4,Master's,2,Female,3.0,3.0,3.0,3.3333,3.3333,1.0
R_2aPK9XKejwzMW84,2022-11-28,0,71865,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Other",2.0,2.0,2.0,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.5,,,,
R_1ITovhm3bvkDZDz,2022-11-29,0,88,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3qqH3zGMLUPNcyK,2022-12-07,1,499,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,1973,49,11.0,11.0,7,2,Trade/professional cert,1,Male,3.25,3.25,3.6667,3.3333,2.3333,2.0
R_2cbjOqCTEW50HUJ,2022-11-30,0,203,5,Digital/Data/Technology,Digital/Data/Technology,"Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
R_1CkJ0Y8xTJlOXEu,2022-12-07,1,443,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",6.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,6.0,3.0,3.0,4.0,2.0,2.0,1984,38,13.0,13.0,2,3,Bachelor's,1,Male,4.75,3.25,4.6667,2.0,2.3333,6.0
R_3qkd6XawtcPMGbT,2022-12-07,1,705,1,Field Operations,Field Operations,"Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,1971,51,20.0,20.0,7,2,Trade/professional cert,1,Male,3.5,3.75,3.6667,4.0,3.0,1.0
R_rkFVkfN61aIDA9X,2022-12-08,1,254,7,Other,Other,"Microsoft Excel, Word, or PowerPoint",2.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,1974,48,1.0,18.0,3,4,Master's,1,Male,5.0,4.5,6.0,3.6667,3.0,3.0
R_1KlLCnan7ROi6Y8,2022-12-01,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fNX5Xau6oo3W6x,2022-12-01,0,103,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Other",2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3333,,,,,
R_Xpk3pnozMNaxBwR,2022-12-01,0,3760,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT),Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3nH0bayaBD7xQNw,2022-12-01,0,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2ZBKkfvIcvJA37p,2022-12-08,1,1348,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,1970,52,7.0,20.0,3,4,Master's,1,Male,4.25,4.5,3.3333,3.0,4.0,2.0
R_3M5a1Gv84mwwTPw,2022-12-01,0,239782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3dFYE51Ny9PdG7R,2022-12-12,1,215,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,1976,46,0.5,25.0,2,3,Bachelor's,1,Male,2.75,3.5,4.0,3.0,3.3333,2.0
R_1i8meZccOv4i1bk,2022-12-05,0,333,5,Digital/Data/Technology,Digital/Data/Technology,Other,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,4.0,3.75,3.6667,3.3333,,
R_1QiKms2AK9ekWb1,2022-12-05,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1nN0RuIIKuGye9H,2022-12-05,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3NUKIj5WEjZiuKX,2022-12-05,0,239,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint",1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
R_2VlNk6PdV9EjpCr,2022-12-05,0,124,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
R_3KMw2wjIzBRd2xO,2022-12-12,1,772,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire",2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,4.0,1978,44,4.5,22.0,2,3,Bachelor's,1,Male,3.25,3.0,2.3333,1.6667,1.0,1.0
R_9ojxoYFI6k2Oz1D,2022-12-05,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2rUThxPudZFm3YD,2022-12-05,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_VVafIlKNrL26xb3,2022-12-05,0,164,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1EhtcVXVZeU7pS8,2022-12-05,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1pmQZCohskm8nGM,2022-12-05,0,27,2,Engineer,Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1doh5tIdL0CmQ3Z,2022-12-05,0,52,5,Digital/Data/Technology,Digital/Data/Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1oAzoR0295SiG4r,2022-12-05,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3lz6w1QDWYrlC2Y,2022-12-05,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cRZWhUxFnstx3AR,2022-12-05,0,54,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
R_3nO9BamJFqFcQfp,2022-12-05,0,48,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3JF73y7JxLaauV7,2022-12-05,0,277,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint",2.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,2.5,3.75,4.3333,3.6667,2.3333,2.0
R_1reuphbtrv4PD3M,2022-12-05,0,6782,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
R_1ih75mvgpnsACiP,2022-12-12,1,827,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Other",2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,1972,50,9.0,15.0,7,2,Trade/professional cert,1,Male,3.0,3.5,3.6667,2.6667,3.3333,1.0
R_3CUumMvePOttZv3,2022-12-05,0,16958,4,Corporate,Corporate,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3RfJ0T9uP5bsCIb,2022-12-05,0,114,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,4.0,,,,
R_2VkeIj3vgROm8Ab,2022-12-06,0,1826,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.0,,,,
R_1o1NlUaq5YL0wK8,2022-12-06,0,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_271dUkKfxhSgEmG,2022-12-06,0,142,1,Field Operations,Field Operations,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",2.0,2.0,5.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.6667,,,,
R_3hGQ6eLsWPOnEtC,2022-12-06,0,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1FFjcVCQxdwV2tj,2022-12-07,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_23gzkcPsqhViLxW,2022-12-07,0,712,2,Engineer,Engineer,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",4.0,3.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,4.0,,,,
R_2rJB4WhxzTmCguv,2022-12-08,0,114,3,Commercial,Commercial,"Microsoft Excel, Word, or PowerPoint",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
R_1GIE5RFWLdkM7px,2022-12-05,0,522623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2qwMEOw9ryTVINq,2022-12-19,1,514,5,Digital/Data/Technology,Digital/Data/Technology,"Microsoft Excel, Word, or PowerPoint,MyDay, Tableau, PI Vision, or Spotfire,Python or R,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView),Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",5.0,5.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,1975,47,2.0,25.0,2,3,Bachelor's,1,Male,5.5,4.5,3.6667,3.3333,2.6667,4.0
R_vq3U5ugGxKbILJf,2022-12-13,0,156,1,Field Operations,Field Operations,"MyDay, Tableau, PI Vision, or Spotfire,Internal business applications (e.g., DIMO, MyDay, WPA, Turndown Tool, or WIT)",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
R_2B40rusV4GrH1hq,2022-12-21,1,3239,7,Other,Other,"Microsoft Excel, Word, or PowerPoint,Business databases (e.g., PI, IDH, EDH, SAP, dbMap, or WellView)",2.0,2.0,2.0,4.0,6.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,1976,46,5.5,,3,4,Master's,2,Female,2.5,3.5,4.3333,3.3333,3.6667,2.0
